BindingDB_MonomerID,Affinities
50347351,9.7447
50347352,7.7825
50347353,8.9208
50347354,7.9586
50347355,8.8861
50347356,7.7212
50347357,7.4815
50347358,7.0862
50347359,9.0915
50347360,6.475
50347361,7.6778
50347362,8.6198
50347363,9.1739
50347364,6.6576
50347365,6.2147
50347366,6.2924
50347367,7.5686
50347368,8
50347369,9.2676
50347370,9.5376
50347371,8.0862
50347372,9.1487
50347373,9.4202
50347374,8.8239
50347375,9.3279
50347376,9.5229
50347377,9.284
50347378,9.4318
50347379,9.699
50347380,9.9208
50347381,9.1871
50347382,8.8539
50347383,9.3098
50347750,6.5031
50348136,5.699
50348137,5.699
50348138,5.699
50348139,5.699
50348141,6.6556
50348142,7.0721
50348617,5.2218
50349311,5
50350089,4.8182
50350152,6.699
50350156,6.0809
50350160,6.5686
50350161,7.5045
50350163,6.585
50353085,5.2963
50353086,3.4737
50353087,2.6202
50353088,3.0635
50353094,5.8052
50353747,8.2549
50354135,7.0087
50354137,3.7867
50354803,6.8732
50354804,7.2882
50354805,7.2738
50354806,5.9374
50354807,7.3973
50354808,7.5044
50354809,7.6897
50354810,7.0116
50354843,9.3372
50355891,8.3081
50355892,9.3724
50356013,8.2205
50356535,7.5986
50356536,8.1135
50356537,7.1798
50356538,8.0269
50356539,7.3382
50356540,8.6383
50356541,7.3125
50356542,8.5229
50356543,7.2749
50356544,8.1739
50356546,6.8655
50356547,7.1302
50356548,8.0655
50356549,7.2549
50356550,8.2518
50356551,6.3429
50356552,7.8153
50356553,6.0152
50356554,7.3188
50358943,5.2518
50358946,6.0969
50358947,7.2218
50358948,5.9508
50358949,8
50358950,5.567
50358951,6.3665
50358952,5.7305
50358954,5.4225
50358957,6.7696
50358958,6.5686
50358959,5.5317
50358960,5.983
50358965,5.2518
50359303,5.6383
50360022,5.1079
50360023,5.5376
50364234,8.8239
50364235,6.6038
50364920,6.9208
50364921,8.5229
50364922,6.8447
50364923,8.0458
50364924,7.2518
50364925,7.8239
50364926,7.2366
50364927,6.5784
50364928,7.4949
50364929,7.4685
50364930,6.9914
50364931,6.9393
50364932,7.6576
50364933,7.4437
50364934,6.6216
50364935,7.7696
50364936,6.7696
50364937,7.5086
50364938,7.6576
50364939,6.9586
50364940,5.6234
50364941,7.2924
50364942,6.3726
50364943,6.2277
50364944,6.4949
50364945,6.7055
50364946,7.1192
50364947,6.6459
50370660,6.1175
50373120,9.5789
50375381,5.8861
50375382,5.3979
50375383,6.1192
50375384,6.0915
50375385,6.0269
50375387,5.6576
50375392,6.0605
50375393,5.4318
50377660,5.7959
50377689,5.8861
50377692,5.8861
50377693,5.699
50377695,5.9586
50377696,5.7447
50377697,5.8539
50377699,5.8861
50377700,6.3279
50377701,6.2676
50377702,6.585
50377703,7.041
50377704,7.301
50377705,7.1135
50377706,7.4815
50377707,6.8861
50377708,7.0315
50377710,6.9586
50377711,7.0506
50377918,5.8327
50378776,7.3098
50379694,5.865
50379695,5.635
50379696,5.72
50380717,8.2
50380718,7.7001
50380719,8.4001
50380720,7.5
50380849,7.4089
50380850,6.6615
50380851,8.7696
50380852,5.8689
50380853,8.5376
50380854,8.2007
50380855,8.2366
50380856,8.4685
50380857,6.6162
50380858,8.3279
50380860,7.9586
50380861,8.0969
50380862,5.5272
50380863,8.3098
50380864,7.5229
50380865,7.4949
50380886,5.514
50380889,6.4321
50380890,5.4032
50380892,5.3548
50380894,6.2152
50380895,5.9763
50380896,6.9308
50380900,6.7677
50381873,7.1549
50381875,7
50381876,5.7421
50381878,5.9208
50381879,6.0223
50381880,7.3665
50381881,6.0969
50381882,6.6308
50381883,7.1898
50381884,6.2518
50381885,6.6861
50381886,7.9355
50381887,6.5229
50381888,7.7825
50381889,7.1739
50382327,7.284
50382328,7.1871
50382329,8.3372
50382330,6.9626
50382409,6.7496
50382739,6.0109
50382740,6.484
50382741,5.771
50382742,5.3994
50382743,6.3859
50382744,7.1336
50382745,6.2898
50382746,5.7265
50382747,7.4685
50382748,7.1612
50382749,6.2612
50382751,6.3295
50382753,5.89
50383384,6.983
50383385,6.7282
50383386,8.1367
50383387,8.0362
50383388,8.7766
50383389,7.1057
50383390,7.3737
50383391,7.2034
50383392,7.327
50383393,7.3665
50383394,6.2118
50383395,5.8271
50383396,7.4112
50383397,7.8697
50383398,7.8239
50383399,8.1192
50383400,6.1013
50383401,7.8097
50383402,8.5376
50383403,7.1851
50383404,7.8327
50383405,6.7825
50383406,7.0655
50383407,6.7352
50383408,7.4078
50383409,7.1085
50383410,6.567
50383411,7.1838
50383412,7.6517
50383413,7.9266
50383414,7.0132
50383415,6.8729
50383416,6.9031
50383417,7.757
50384143,8.1487
50384144,8.5528
50384145,5.8416
50384146,8.1367
50384147,6.1838
50384148,7.27
50384149,7.4812
50384150,6.752
50384159,7.5331
50384160,7.762
50384161,8.3768
50384162,6.2396
50388883,8.3567
50388884,8.5936
50388885,9.1528
50388886,9.0927
50388887,10.1003
50388888,8.5529
50388889,9.0863
50388890,9.3724
50388891,9.7529
50388892,9.9397
50388893,9.9915
50388894,9.1905
50388895,9.449
50388896,9.4333
50388897,9.1769
50388898,7.2441
50388899,7.3372
50388900,9.6729
50388901,10.1884
50388902,9.7651
50389925,5.2411
50389928,6.104
50389930,5.6021
50389935,6.6737
50389939,7.2012
50390072,5.301
50392280,7
50392283,9
50392284,8.699
50392285,8.0809
50392286,8.1549
50392288,7.8861
50392289,7.1805
50392290,7
50392292,7.1549
50392294,8.3979
50392295,7.6021
50392296,8
50392297,7.5686
50392298,8.0969
50392300,8.1549
50392301,7.541
50392302,7.4949
50392303,7.585
50392304,7.699
50392305,8.0706
50392310,7
50392315,6.5229
50392548,6.0179
50392549,6.7144
50392550,7.8416
50392551,8.3979
50392553,6.7479
50392554,6.5275
50392555,5.447
50392556,6.3996
50392557,5.7289
50392558,6.7416
50392559,7.9586
50392560,8.3279
50392561,8.6108
50392562,6.1744
50392563,7.5406
50392564,7.6234
50392566,7.4134
50392568,6.4089
50392569,6.1805
50392570,7.6799
50392571,7.0625
50392572,7.2351
50392573,5.8268
50392574,6.8207
50392575,7.5391
50392576,7.8894
50392577,7.1993
50392578,6.3098
50392579,6.3768
50394567,6.2596
50394568,5.5901
50394572,5.5058
50395136,6.8794
50395137,6.9788
50395139,6.2787
50395140,7.0555
50395141,6.2381
50395142,6.7055
50395143,6.2189
50395144,6.9788
50395147,5.5
50395148,5.5427
50395151,6.2832
50395152,5.7565
50395153,6.4101
50395154,6.6556
50395155,6.4101
50395156,7.041
50395157,6.9914
50395158,6.3468
50395159,6.1215
50395160,6.699
50395161,6.6676
50395162,7.9914
50395164,5.8649
50395165,5.9393
50395167,6.4101
50395168,6.0857
50395170,5.871
50395171,5.4115
50395172,5.3864
50395174,5.6135
50395175,5.505
50395176,6.3372
50395177,6.5768
50395178,6.5086
50395179,6.3768
50397383,6.9784
50397386,6.7135
50397393,7.056
50397394,6.7545
50397395,6.2503
50397396,6.2612
50398215,5.3107
50398216,5.8013
50398217,6.2233
50398218,5.9318
50398219,5
50398220,6.6126
50398221,5.9914
50398222,5.58
50398223,5.8447
50398224,5.1945
50398225,6.1959
50398226,4.719
50398227,7.4815
50398228,5.0079
50398229,7.4949
50398230,5.6635
50398231,6.1469
50398232,5.7852
50398233,7.6576
50398234,5.8962
50398235,5.7167
50398236,4.7905
50398237,7.3468
50398240,5.3242
50398242,4.6757
50399116,6.9626
50399518,8.9208
50399519,7.5376
50399520,7.6021
50399521,7.5528
50399522,7.8539
50399523,8.8239
50399524,5.4759
50399525,7.6206
50399526,6.5702
50399527,6.6576
50399528,6.4724
50399529,6.71
50399530,7.5935
50399531,8.2076
50399532,7.9586
50399533,8.1481
50399534,8.7471
50401046,6.2823
50401047,7.1367
50401048,5.3675
50401049,5.5287
50401050,7.2676
50401051,7.6778
50401054,6.9355
50401055,7.6383
50401057,6.1925
50401058,7.8539
50401059,8.6021
50401060,6.3002
50401061,6.8539
50401062,7.8539
50401063,8.9208
50401064,6.4283
50401065,6.7932
50401066,8.0506
50401067,8.6383
50401068,6.7282
50401069,7.0315
50401070,7.8539
50401071,8.1427
50401072,6.2757
50401073,6.6198
50402857,4.9547
50402859,5.1433
50402863,4.7122
50402864,4.9318
50404173,7.8861
50408215,7.5086
50408218,6.8827
50408220,7.9208
50408222,6.9469
50408224,8.6383
50408226,7.6383
50413753,6.4
50413754,6.11
50413755,5.66
50413756,5.46
50413757,8.2097
50413758,7.7701
50413759,5.18
50416463,7.9
50416472,8.8996
50416474,8.699
50418012,8.4001
50418203,8.2899
50418204,8.0301
50418205,8.58
50418206,8.8297
50418207,8.2197
50418208,8.0899
50418209,8.0501
50418210,8.3247
50418211,8.03
50418212,8.0851
50418213,7.9548
50418214,8.3098
50418215,8.5901
50418216,8.8297
50418217,8.8794
50418218,8.2899
50418219,8.8097
50418220,9.2
50418221,9.2403
50418222,9.2899
50418223,9.1198
50418224,9.1101
50418225,8.699
50418226,8.27
50418227,8.0799
50418228,8.9201
50418229,9.166
50420877,5.2588
50420878,5.8216
50420881,6.2518
50420882,5.7799
50420883,6.3116
50420884,6.1561
50420885,6.2757
50420887,5.7383
50420888,5.6234
50420890,6.4623
50420891,5.4417
50420892,5.4073
50420894,7.317
50420896,5.5538
50420897,5.978
50420898,6.4665
50420899,5.4412
50420900,8.6925
50423200,5.5
50423201,5.8
50423202,7.301
50423203,5.8
50423204,7.4949
50423205,8.8861
50423206,5.7001
50423207,7.3979
50423208,6.699
50423209,7.7959
50423210,5.1
50423211,5.4
50423212,5.2
50423213,5.9
50423214,6.4001
50423215,5.3
50423216,6.8013
50423217,5.9
50424456,5.1549
50424457,5
50424458,4.1367
50424459,6.1487
50424460,4.8861
50424461,4.7959
50424462,4.0506
50424463,4.3872
50424464,5.699
50424465,4.8239
50424466,7.5528
50424467,8.2147
50424468,7.5086
50424469,7.041
50424470,8
50424471,6.7959
50424472,8.1427
50424473,7.4318
50424474,7.3098
50424475,7.8239
50424476,7.8539
50424477,8.301
50424478,8.6198
50424479,9.0706
50424481,6.4949
50424482,6.6576
50424485,5.9208
50424487,5.4437
50424488,5.8539
50424489,7.6778
50424490,8.3665
50424491,9.0132
50424492,3.6198
50426082,7.3665
50426083,7.8539
50426084,7.284
50426085,7.0655
50426086,5.8333
50426087,6.8386
50426088,6.8097
50426093,5.3231
50426094,5.342
50426095,5.2882
50426096,5.4256
50426098,6.3565
50426099,6.0191
50426103,6.063
50426104,5.7459
50426105,5.9788
50426106,6.0969
50426107,6.5986
50426108,6.1409
50426109,5.3403
50426110,5.9492
50426113,5.3718
50426114,5.4123
50426118,6.1203
50426119,5.901
50426120,6.301
50426121,6.2815
50426122,6.1475
50427397,5.7513
50427401,5.0849
50427403,5.1367
50427404,5.6919
50427405,5.3698
50427406,4.9586
50427407,6.6946
50427408,5.4949
50427410,5.473
50427411,6.6615
50427412,6.3595
50427413,5.8871
50427414,6.3851
50427415,6.0665
50427416,6.289
50427420,6.0625
50427421,6.8633
50427423,5.1793
50427424,5.9485
50428092,5.6459
50428173,6.2291
50428174,6.2218
50428175,5.8539
50428176,6.1805
50428177,5.8861
50428178,6.0757
50428179,5.699
50428180,6.301
50428181,5.9031
50428182,6.301
50428183,6.4685
50428184,6.6778
50428185,7.0915
50428186,6.2147
50428187,6.2441
50428188,6.2518
50428189,5.6478
50428190,6.1612
50428191,6.284
50428192,6.0315
50428193,6.3665
50428194,5.8861
50428195,5.6383
50429823,8.1675
50431800,5.0137
50431803,5.3387
50431808,5.2106
50438779,5.0516
50438782,5.062
50438783,6.3188
50447016,5.3979
50447021,5.7959
50447022,6.0969
50447023,5.9208
50447025,5.8861
50447031,6.699
50449588,5.7773
50449593,5.6556
50449594,5.2976
50450099,4
50450103,4.7467
50450104,4.8499
50451736,5.0177
50451737,6.7447
50451738,6.5376
50451739,5.7212
50454095,5.9234
50454096,5.8351
50454097,6.0969
50454098,6.2154
50454100,6.9296
50454101,5.9038
50454102,6.6073
50454103,5.4432
50454104,5.8908
50454105,6.6982
50454106,6.1403
50454107,6.9753
50454108,6.067
50454112,6.15
50461685,8.699
50461686,8.699
50461687,8.5229
50461688,8.699
50461689,7.9208
50461690,7.9208
50461691,8.699
50461692,8.3979
50461693,8.699
50461694,8.699
50461695,8.699
50461696,8.5229
50461697,8.3979
50461698,8.9586
50461699,7.6576
50461700,8.5229
50461701,8.301
50461702,8.3979
50461703,9
50461704,7.6198
50461705,8.699
50461706,7.6021
50461707,8.1549
50461708,8.1549
50461709,8.0969
50461710,9.0458
50461711,8.0969
50461712,8.699
50461713,7.9208
50461714,8.0969
50463396,8.301
50463397,8.2218
50463398,8.9208
50463399,8.2218
50463400,8.301
50463401,8.3979
50463402,8.5229
50463403,8.9208
50463404,9.3979
50463405,8.5229
50463406,7.6198
50463407,7.6198
50463408,8.301
50463409,8.301
50463410,9
50463411,8.0969
50463412,7.8861
50463413,9.2218
50463414,8.8539
50463415,8.301
50463416,8.5229
50463417,8.8539
50463418,8.699
50463419,8.7696
50463420,8.5229
50463421,7.9586
50463422,8.699
50463423,8.699
50463424,7.6778
50463425,8.5229
50463426,8.2218
50463427,8.2218
50463428,8.301
50463429,7.7212
50463430,7.3665
50463431,6.6021
50463653,7.2007
50464593,6.939
50464594,5.8859
50464595,5.7034
50464596,6.3715
50464597,6.1402
50464598,7.2098
50464599,6.0427
50464600,5.3947
50464601,6.3927
50464602,6.1185
50465024,5.852
50465025,5.4458
50465029,5.8005
50465030,5.4069
50465034,6.2967
50465047,6.0841
50465049,5.3442
50465935,5.6778
50470417,5.585
50470421,5.3872
50472720,9.1427
50472721,7.699
50472722,5.9586
50472723,5.3979
50472724,7.2366
50488954,7.7447
50488955,6.4855
50488956,6.618
50488957,7.9208
50488958,7.2007
50488959,6.5918
50488960,8.2218
50488961,7.3279
50488962,4.46
50488963,7.5086
50488964,6.3979
50488965,7
50488966,7.699
50488967,8.2218
50491561,6.9208
50491572,6.0835
50491573,6.1537
50491574,6.699
50491575,6.2132
50491576,6.2182
50491577,6.3768
50491578,5.9516
50491579,6.2782
50491580,7.9208
50491581,5.614
50491588,6.1707
50491589,5.8935
50491594,5.4828
50491831,6.2284
50491833,8.0458
50491835,6.8447
50491836,6.2175
50491838,9
50491839,7.7212
50491840,6.0419
50491841,5.7523
50491842,6.0506
50491843,6.4921
50491845,6.1273
50492297,7.0269
50493599,8.585
50494372,4.8483
50494373,6.4895
50494374,5.0696
50494416,8.0458
50494417,7
50494418,5.6198
50494419,5.3372
50494420,5.8564
50494421,6.7352
50494422,7.3872
50494951,6.7447
50495625,7.2518
50495626,7.4559
50495627,6.4134
50495628,8.0555
50495630,7.6021
50495631,7.6198
50495632,7.6198
50495633,7.2007
50495634,7.6383
50495636,7.1549
50495638,5.8962
50495639,7.2596
50495641,5.5096
50495643,5.7897
50495645,5.7167
50495646,6.0535
50495647,5.5632
50495648,6.6144
50495649,5.7375
50495678,6.2757
50495679,6.0915
50496024,5.6421
50496025,5.7352
50496026,5.6778
50496027,5.0737
50496028,6.4112
50496029,6.0565
50496030,5.426
50496031,6.6536
50496032,4.7496
50496033,5.3251
50496035,6.0237
50496548,5.4989
50506746,7.2291
50506750,6.7328
50506752,5.9586
50506762,6.2848
50506764,5.8732
50506767,5.6737
50507339,6.6579
50507340,6.8719
50507341,7.1145
50507342,6.9032
50507343,6.754
50510007,5.2265
50511104,7.6884
50511105,7.4587
50511106,5.3054
50515385,7.3054
50515386,8.4034
50516235,7.6576
50516236,7.8539
50516237,8.8539
50516238,8.9586
50516239,8.1549
50516240,7.8239
50516241,6.4202
50516242,8.3979
50516243,7.7447
50516244,7.8861
50516245,7.7696
50516246,8.2218
50516247,7.0915
50516248,6.9208
50516249,9.0458
50516250,8.9208
50516251,8.5229
50516252,8.2007
50516253,8.301
50516254,7.7212
50516255,7.585
50516256,8.5229
50516257,8.3979
50516258,7.6576
50516259,7.2924
50516260,8.6198
50516261,9.0969
50516262,9.0458
50516263,6.1367
50516264,9.585
50516265,8.0458
50516288,7.398
50516289,5.9936
50516290,5.8007
50516291,6.8099
50516292,6.0924
50516293,5.7595
50516294,5.4486
50516298,6.0526
50516299,5.5068
50516303,5.3125
50516775,5.965
50516776,10
50516780,5.8901
50516782,9
50516783,5.6383
50516784,5.8781
50516787,7.0862
50516788,6.5654
50516789,9.9586
50516790,5.8153
50516791,5.5436
50516793,6.3468
50516797,7.6021
50516798,6.4034
50516803,6.5406
50517072,6.8918
50517221,7.9586
50517223,7.8861
50517224,6.8827
50517225,6.9747
50517226,7.3468
50517227,7.0132
50517228,5.6757
50517231,5.7423
50517233,8.0862
50517234,6.7447
50517235,6.585
50519776,7.6872
50519778,7.6555
50519795,6.2985
50520683,9.2366
50521890,8.5229
50521891,7.3768
50521892,8.7696
50521893,8.0458
50521894,7.7696
50521895,8.5229
50521896,8.699
50521897,9.0088
50521898,8.699
50521899,8.5229
50521900,9.2218
50521901,8.3979
50521902,8.0458
50521903,8.301
50521904,8.3979
50521905,8.7959
50521906,8.4815
50521907,8
50521908,8.2218
50521909,8.6198
50521910,8.301
50521911,6.1079
50521912,8.2218
50521913,8.5229
50521914,8.0969
50521915,8.5229
50521916,8.3979
50521917,9.4202
50521918,6.3768
50521919,7.3279
50521920,9.699
50521921,8.699
50521922,8.585
50528194,5.7645
50530743,6.8039
50530744,6.8276
50530745,6.7389
50530746,6.175
50530747,6.6235
50530748,6.6607
50530749,6.5297
50530750,6.7226
50530751,6.1174
50530752,6.7342
50530753,7.813
50530754,6.8069
50530756,6.0296
50530757,6.0951
50530758,6.8903
50530759,5.8962
50530760,5.4522
50530761,5.9136
50530762,5.4112
50530763,6.834
50530764,6.2157
50530765,5.8955
50530766,6.4757
50530767,6.5346
50530768,6.7912
50530769,5.9653
50530770,6.7482
50530771,6.6367
50530772,6.3596
50530773,6.4656
50532210,7.6198
50532211,5.2069
50532215,4.8324
50532438,7.7212
50532440,7.8239
50532441,5.6338
50532443,6.3468
50532444,5.8292
50532445,5.7713
50532446,6.1824
50532447,6.289
50532448,5.9642
50532449,6.6615
50532451,5.381
50532454,6.4776
50532455,7.1871
50532456,7.2676
50532458,6.5654
50532459,5.1911
50532460,8.3468
50532461,7.5376
50532462,6.1733
50532464,5.7924
50532466,5.1863
50532467,7.8539
50532469,5.2976
50532470,6.1537
50532471,6.2118
50532473,5.8758
50532474,7.6576
50532475,5.5331
50532476,8.284
50532477,5.9431
50532479,7.7212
50532885,5.2218
50534083,5.6576
50534085,5.2441
50534087,5.4815
50534088,5.1549
50534456,5.833
50534457,8.585
50534458,7.0132
50534460,6.8268
50534461,7.6383
50534462,7.7696
50534463,7.7959
50534464,9.066
50534466,6.8962
50534467,8.2441
50534468,6
50534469,5.5845
50534470,6.1891
50534471,6.2055
50534472,5.0692
50534474,6.8729
50534475,7.6383
50534476,8.9208
50534477,6.0079
50534478,6.3605
50534479,5.3552
50534480,8.0044
50534481,8.4437
50534482,7.699
50534483,6.9393
50534484,6.1267
50534485,8.6198
50534486,6.6253
50534487,7.284
50534488,5.389
50534489,6.2168
50534490,6.0645
50534491,6.9706
50534492,6.3429
50534493,5.7921
50534494,7.0809
50534496,5.3794
50534497,8.1871
50534498,8.3565
50534856,6.699
50534857,8.0969
50534858,8.5229
50534859,8
50534860,8.3979
50534861,7.8239
50534862,8.3979
50534863,6.9508
50534864,7.8239
50534865,6.5229
50534867,8.301
50534868,8.2218
50534869,8.699
50534870,8.0969
50534874,6.0969
50534875,6.6021
50534876,6.301
50534877,6.699
50534879,6.301
50534880,6.5229
50534881,6.699
50534882,6.9208
50534883,7.6778
50534884,7.3979
50534886,7.9208
50534887,8.5229
50534888,8
50534889,7.0706
50534890,8.5229
50534891,6.8633
50534892,8.5229
50534895,8.301
50534896,7.3872
50534897,7.9208
50534898,9
50534899,8.3979
50534900,6.3979
50534901,7.6576
50534902,8.3979
50534903,8.699
50534905,6.0969
50534906,6.699
50534908,6.8861
50534910,8.1549
50534911,8.0458
50534912,6.3979
50534913,7.4815
50534914,7.9208
50536903,6.0443
50536904,6.1079
50536913,6.2027
50536919,7.9208
50536921,6.2269
50537515,9.5229
50541721,6.2741
50541723,7.4685
50541725,7.1612
50541726,7.0605
50541727,7.4089
50541728,6.7932
50541729,7.2518
50541732,6.9666
50541733,6.308
50541737,6.6364
50543734,7.1192
50543735,7.0555
50543736,7.0506
50543737,5.5007
50543738,8.4559
50543739,8.9586
50543740,6.5528
50543741,6.5272
50543742,5.4957
50543743,6.1586
50543744,5.4881
50543745,7.6198
50543746,8.1192
50543747,7.1192
50543748,7.2676
50543749,6.4559
50543751,6.0731
50543752,7.9208
50543753,7.6778
50543754,7.9586
50543755,7.8539
50543756,8.2291
50546336,6.2512
50546337,8.1202
50546338,7.1117
50548493,5.4685
50553585,5.5379
50553586,6.1524
50553587,5.9559
50553588,6.6615
50556531,7.4202
50556532,8.82
50556533,8.4318
50556534,8.3098
50556535,6.7545
50556536,8.0088
50556537,7.3098
50556541,7.7696
50556542,7.1192
50556544,5.3372
50559493,5.4277
50559494,5.0211
50559505,5.7203
50559507,5.9682
50561304,4.6778
50561305,5.7959
50561306,4.6635
50561307,5.3979
50561308,6.8239
50561309,5.585
50561312,4.8665
50561315,6.4486
50561316,5.7959
50562066,7.4815
50562067,6.3565
50572485,6.8182
50572486,8.8239
50572487,7.4089
50572488,5.7203
50572489,6.4881
50572490,5.5919
50576359,5.7933
50576360,6.0134
50576361,5.2501
50576362,5.5
50576363,5.8976
50576365,5.4
50576368,5.8
50576369,5.3
50576371,5.6
50576372,5.4
50576375,5.6001
50576376,5.6334
50576381,5.8
50577908,5.5376
50577909,6.6421
50578423,6.3116
50578425,6.6616
50578427,6.7089
50578431,6
50578432,7.1518
50578434,6.7683
50578456,6
50578462,6.8
50584036,6.27
50584037,6.06
50584038,5.7899
50584039,5.8
50584040,5.4566
50584041,5.7501
50584042,5.9698
50584045,6.3123
50584046,5.8065
50584047,6.283
50584048,6.3588
50584049,6.1169
50584051,6.3262
50584052,6.3595
50584053,6.3651
50584054,6.8297
50584055,6.7696
50584056,6.1108
50584057,6.0363
50584058,6.6402
50584059,6.2158
50584060,5.9199
50584061,6.5326
50584062,6.7496
50584063,5.7005
50584064,6.2466
50584065,6.7799
50584066,6.4001
50584067,7.1024
50584068,7.4949
50585649,7.8835
50585650,7.3019
50585651,7.2639
50585652,8.2959
50585653,8.1649
50585654,8.1462
50585655,7.3751
50585656,8.0576
50585657,8.419
50585658,8.4128
50585659,7.4864
50585660,8.5317
50585661,8.8008
50585662,8.1259
50585663,7.3547
50585664,7.2141
50585665,7.4685
50585666,7.5596
50585667,7.6617
50585668,7.4971
50585669,6.9869
50585670,7.2147
50585671,7.449
50585672,6.7473
50585673,8.4752
50585674,7.1487
50585675,7.213
50585676,7.6131
50585677,7.5121
50585678,8.6309
50585679,6.2147
50585680,8.8833
50585682,9.0088
50585683,8.2636
50586515,5.4815
50586516,5.4815
50586517,5.4089
50586518,5.4202
50586519,5.2676
50586520,5.7959
50586521,5.4202
50586522,5.2291
50586523,5.0458
50586524,5.3188
50586525,5.2076
50586527,5.9586
50586528,5.2366
50586529,5.3872
50586530,5.7696
50586533,5.6198
50586534,5.0269
50586535,5.0809
50586536,5.1024
50586537,5.1427
50586724,7.3665
50587686,7.9034
50590204,6.4283
50590325,7.9208
50590326,8.8861
50590327,6.5115
50590328,8.9208
50590329,9.5222
50590330,7.6021
50590331,6.3002
50590332,7.8099
50590333,6.2696
50590334,6.3595
50594768,5.3276
50594789,7.041
50594792,6.5272
50594802,6.0506
50594811,5.6979
50594813,6.0381
50600941,8.2218
50600942,8.5376
50600943,5.301
50600944,7.1871
50600946,7.5528
50600947,5.1675
50600948,8.4815
50600949,7.3098
50600950,8.3188
50600951,6.9393
50600952,5.3372
50600953,7.8861
50600954,6.1079
50600955,5.6576
50600956,5.4089
50600958,5.9586
50600961,9.2218
50600962,8.8239
50600963,8.4089
50601854,6
50607947,6.4168
50607948,7.2076
